domain,dedupe_key,dedupe_key_type,review_id,review_rating,review_time,review_experienced_time,review_title,review_text,review_is_verified,review_likes,consumer_name,consumer_id,consumer_country,consumer_review_count,consumer_is_verified,reply_text
www.thepearlsource.com,id:6a5979aa946477edbc7b0b29,native_id,6a5979aa946477edbc7b0b29,5,2026-07-17T02:39:06.000Z,2026-07-16T00:00:00.000Z,Fabulous Experience ,I love the pearls I ordered for my future daughter-in-law. They arrived on time and in a gorgeous display box. She loved them. They are beautiful. Well worth the cost. ,true,0,Janice,6a5979a9ff3db2e814b60f3e,US,1,false,Thank you for your wonderful review. It's so nice to know the pearls made such a special gift for your future daughter-in-law and arrived on time in a beautiful presentation box. We're grateful you chose The Pearl Source for such a meaningful gift.
www.thepearlsource.com,id:6a58c172f566e87aac055f75,native_id,6a58c172f566e87aac055f75,5,2026-07-16T13:33:06.000Z,2026-07-16T00:00:00.000Z,Helpful  and good quality 👌,Helpful  and good quality 👌 ,true,1,MR KEARNEY,65980e178482530011b98cb0,GB,4,false,Thank you for your kind review. It's great to know you were happy with both the quality of your pearls and the service you received. We appreciate you taking the time to share your feedback.
www.thepearlsource.com,id:6a580d7dbccf03f8526533dc,native_id,6a580d7dbccf03f8526533dc,1,2026-07-16T00:45:17.000Z,2026-07-15T00:00:00.000Z,Placed my order using PayPal,"Placed my order using PayPal, and when my order hadn't arrived a week later I called Pearl Source... They had no record of my order, despite having received an order number and already being charged through PayPal.  I was asked to reverse the transaction with PayPal and place my order once more, because I couldn't cite the exact necklace and options to equal the amount I was charged.  The customer service rep I spoke with was very polite, but the company's position and process for handling their own issues was disheartening. Ultimately I did receive the necklace, but wished the ""AAAA"" product was a little... More, for the hassle. ",true,0,K Spence,6a580d7c236e3dffc5d563c1,US,1,false,
www.thepearlsource.com,id:6a57dcb172de25aede3a2f49,native_id,6a57dcb172de25aede3a2f49,2,2026-07-15T21:17:05.000Z,2026-07-15T00:00:00.000Z,Purchase Review,"Good afternoon,

I recently received the pearl earrings I ordered for my daughter. To ensure I had made a good purchase, I took them to a respected family-owned jeweler in Bethesda, Maryland, that has been in business for more than 70 years.

After examining the earrings, they shared that while the pearls were of acceptable quality, they were not exceptional. They also noted that the pearls appeared to be approximately 8mm, even though I specifically requested the larger size within the advertised range (8.5mm).

When I asked about value, they estimated that, without the branding, packaging, marketing, and online presence, the earrings would likely retail in the $350–$400 range. I even considered purchasing a pair from them and returning yours. However, the jeweler candidly advised that the time and effort involved in making the return likely would not be worth the difference. I appreciated their honesty, particularly since it meant they did not make a sale.

Needless to say, I was disappointed to hear this assessment and equally disappointed with the product I received. I find it difficult to believe that no one has raised similar concerns in the past, although I understand I have no way of knowing.

I wanted to share this feedback in the hope that you will review the quality and sizing of the pearls being sold, as the product I received did not meet the expectations created by your descriptions.",true,0,John Kocum,663d4bce63436658c02f0160,US,3,false,
www.thepearlsource.com,id:6a56bc54969aff0b98cfe645,native_id,6a56bc54969aff0b98cfe645,3,2026-07-15T00:46:44.000Z,2026-07-09T00:00:00.000Z,Great Customer Service - Bad Quality Control,"I hate to write a negative review after experiencing such excellent customer service. The email exchange and return process were pleasant, fast, and easy — truly 10/10. However, upon opening the beautiful box, I was shocked to find a broken $450 necklace. Either a damaged necklace was knowingly packed and shipped, or the quality was so poor that it fell apart inside a secure, well‑made box. It was a disappointing surprise.  ",false,0,Jackie Brown,62fbd5680384400012fde878,US,3,false,"Thank you for taking the time to share your feedback. We sincerely appreciate your kind words about our customer service, email communication, and return process. We're truly sorry to hear that your necklace arrived damaged. We understand how disappointing that must have been, especially when opening a piece you had been looking forward to receiving. Please contact us at help@thepearlsource.com so our team can review your order and assist you as quickly as possible.

Best regards,
The Pearl Source"
www.thepearlsource.com,id:6a56b62466135d8a4ad1798e,native_id,6a56b62466135d8a4ad1798e,5,2026-07-15T00:20:20.000Z,2026-07-03T00:00:00.000Z,I was able to pick out and receive my…,"I was able to pick out and receive my matching Symphony necklace to my earrings, which I dearly love, within a couple of days. I was notified of where my package was all along the way. I love wearing my beautiful golden pearl earrings and necklace. They are very classy and just what I’ve always wanted.",true,0,WerRetired,65fdb45359b26800127c6b7e,US,3,false,Thank you for sharing your experience. We're so pleased to hear you found the perfect matching piece and that your order arrived promptly with updates every step of the way. Knowing you love wearing your pearl jewelry and that it's exactly what you had been looking for truly means a great deal to us.
www.thepearlsource.com,id:6a550db4479907d58c1bea1e,native_id,6a550db4479907d58c1bea1e,4,2026-07-13T18:09:24.000Z,2026-07-13T00:00:00.000Z,"Great Pearls, Poor Shipping Experience",To clarify - My experience with the PearlSource representative was fantastic.  Great company.  My wife even cried when she opened the box because she was so happy. I deducted a star to catch the attention of the company reps so they can approach FedEx about their incredibly poor service and delivery.  My two day shipping turned into 4 days (during the business week!) and I was about to contact the local PD to report a suspected theft by one of FedEx’s employees. When I called FedEx to track the package that “no delivery was attempted” I was blatantly lied to that it would be delivered that day (day 3 of 2-day shipping) and rushed off the phone. So to conclude: PearlSource great customer service and pearl quality; Shipping was horrendous.  ,true,0,S. Semple,6a550db3ff3db2d9e8b01f85,US,1,false,"Thank you for taking the time to share such thoughtful feedback. We're delighted to hear your wife loved her gift and that you had a positive experience with our team. We also appreciate you bringing your FedEx delivery experience to our attention. Your feedback is valuable, and we'll be sure to share it with our team. Thank you for taking the time to bring this to our attention."
www.thepearlsource.com,id:6a54e8e4dec53ec3218067c7,native_id,6a54e8e4dec53ec3218067c7,5,2026-07-13T15:32:20.000Z,2026-07-10T00:00:00.000Z,excellentQuality of item,"Quality of item, price and the quick delivery very please Thank You",true,0,Marius Lachance,6a54e8e315b72e5169ff6771,CA,1,false,"Thank you for your kind feedback. It's great to know you were pleased with the quality, value, and quick delivery. We appreciate you taking the time to share your experience."
www.thepearlsource.com,id:6a54e2d8373b1c1d221607fb,native_id,6a54e2d8373b1c1d221607fb,5,2026-07-13T15:06:32.000Z,2026-07-13T00:00:00.000Z,I received the parcel quickly and safe…,"I received the parcel quickly and safe & my wife was very happy with her pearls.

Many thanks.",true,0,George Prefas,5f95726dcaa554001b5cdcc1,GB,5,false,"We truly appreciate you taking the time to share your experience. We're pleased your order arrived quickly and safely, and that your wife was so happy with her pearls. Thank you for your trust in The Pearl Source."
www.thepearlsource.com,id:6a54a36112802751dd24f6c5,native_id,6a54a36112802751dd24f6c5,2,2026-07-13T10:35:45.000Z,2026-07-12T00:00:00.000Z,Never recived my puchase,Never recive. Donald put,true,0,Christopher Miller,6a54a35f15b72e3b26fedaa5,US,1,false,We are truly sorry to hear that your order was not received. We understand how frustrating this must be. We are actively investigating this issue to prevent future occurrences. Please return our call at 1-866-877-3275 so we can continue with our lost package protocol.
www.thepearlsource.com,id:6a5423fc2ed4a401c16c3436,native_id,6a5423fc2ed4a401c16c3436,5,2026-07-13T01:32:12.000Z,2026-07-12T00:00:00.000Z,Beautiful baroque pearl necklace,"Beautiful baroque pearl necklace!  I like that you can adjust the length for 16 or 18"".  Just what I was looking for!",true,0,Cindy Butler,57ac7d5a0000ff000a39e5ad,US,4,false,"Thank you for sharing your experience. We're glad the adjustable length was just what you were looking for, and we appreciate you taking the time to leave a review."
www.thepearlsource.com,id:6a5419efd2e0d1b891123300,native_id,6a5419efd2e0d1b891123300,5,2026-07-13T00:49:19.000Z,2026-07-04T00:00:00.000Z,What I ordered was really nice and what…,What I ordered was really nice and what I wanted.  Shipping was was fast and communication was very good.,true,0,Vincenzo Pascarelli,6a5419efd7872ae896ecb461,US,1,false,We truly appreciate your feedback. It's wonderful to know you received exactly what you were looking for and that you were pleased with our fast shipping and communication.
www.thepearlsource.com,id:6a53dc333c5d5da814641ab7,native_id,6a53dc333c5d5da814641ab7,5,2026-07-12T20:25:55.000Z,2026-07-04T00:00:00.000Z,Great communication and customer…,"Great communication and customer support. Friendly, prompt responses to emails were much appreciated!!",true,0,Matt,6a53dc33d7872a1404ec7dbc,US,1,false,"Thank you for taking the time to share your experience. Knowing that our communication, customer support, and prompt email responses were so appreciated means a great deal to our team."
www.thepearlsource.com,id:6a53d9a2abd01fd168353d5e,native_id,6a53d9a2abd01fd168353d5e,5,2026-07-12T20:14:58.000Z,2026-07-05T00:00:00.000Z,Great Baroque Pearl,They absolutely beautiful. The luster and shine out of this world. The strand and silver clasp is a great design.,true,0,Esteban Moreno,6012f25555083100191fdef3,US,10,false,"Thank you for taking the time to share your feedback. We're so pleased you loved the beauty, luster, and craftsmanship of your pearls, and that the sterling silver clasp design stood out to you. It's a pleasure to know our craftsmanship made such a positive impression."
www.thepearlsource.com,id:6a53ce125994de4f9f78c26a,native_id,6a53ce125994de4f9f78c26a,5,2026-07-12T19:25:38.000Z,2026-07-12T00:00:00.000Z,Easy Peasy…,"Easy site navigation, ability to use Apple Pay, fast delivery, and truly beautiful Tahitian stud earrings.",true,0,Ann W.,6a53ce104024a41e3aa13d99,US,1,false,"It's wonderful to know that everything from browsing our website to receiving your Tahitian stud earrings was simple and seamless. Thank you for taking the time to share your feedback, and for choosing The Pearl Source."
www.thepearlsource.com,id:6a53b909e143139d8c4d7a16,native_id,6a53b909e143139d8c4d7a16,5,2026-07-12T17:55:53.000Z,2026-07-12T00:00:00.000Z,Fast delivery ,"Fast delivery , nice product. ",true,0,TinaUeckert,58bc34180000ff000a7e3cd9,US,5,false,Thank you for taking the time to share your feedback. It's great to know your order arrived quickly and that you were pleased with the product. We truly appreciate your kind words.
www.thepearlsource.com,id:6a536d1396ec0a6de1d60c93,native_id,6a536d1396ec0a6de1d60c93,5,2026-07-12T12:31:47.000Z,2026-07-01T00:00:00.000Z,I super loved my pink pearl earrings…,"I super loved my pink pearl earrings they were perfect for any event. The customer service was a top-notch, thank you so much for taking the time to ensure you provide quality products each time. From a very satisfied and happy, repeat customer here :)",false,0,Maria Fajardo,6a2bf1e6e33cd1c8c39ea421,AU,2,false,Thank you for your kind feedback. It's wonderful to know that you love your pink pearl earrings and that our customer service has made each experience a positive one. We truly appreciate your continued trust in The Pearl Source.
www.thepearlsource.com,id:6a52abccada38f6887416bd0,native_id,6a52abccada38f6887416bd0,5,2026-07-11T22:47:08.000Z,2026-07-03T00:00:00.000Z,I received beautiful gold pearl…,I received beautiful gold pearl earrings and a necklace.  They are beautiful and just as described!,true,0,customer,611657fbccdf3b0012ef03c4,US,4,false,We truly appreciate your feedback. It's great to know your gold pearl earrings and necklace matched the description. Thank you for placing your trust in The Pearl Source.
www.thepearlsource.com,id:6a529a033d1b788f2dab2bbe,native_id,6a529a033d1b788f2dab2bbe,5,2026-07-11T21:31:15.000Z,2026-06-19T00:00:00.000Z,"Great service,Beautiful piece of jewellary","Service was great
 Jewellary piece is beautiful as displayed",true,0,Vasundhara Kain,6a529a0215b72ea7f9fd4ac7,US,1,false,Thank you for your kind feedback. It's wonderful to hear you had a great experience with our service and that your jewelry was just as beautiful as expected. Thank you for choosing The Pearl Source.
www.thepearlsource.com,id:6a518649b5d325a213d626d6,native_id,6a518649b5d325a213d626d6,5,2026-07-11T01:54:49.000Z,2026-07-09T00:00:00.000Z,Great company ,Great company with high quality products. Bought a pair of pearl earrings with diamonds that met my expectations. Even the display case is stylish. I highly recommend. ,false,0,Clara,59a4782f0000ff000ac14081,US,8,false,Thank you for your thoughtful review. We're delighted to hear your pearl and diamond earrings met your expectations and that the presentation made such a positive impression. Your recommendation means a great deal to us.
www.thepearlsource.com,id:6a5148c675606a69b8fddf42,native_id,6a5148c675606a69b8fddf42,5,2026-07-10T21:32:22.000Z,2026-07-03T00:00:00.000Z,I’ve ordered several items from here…,I’ve ordered several items from here and have been happy with all. The only thing l wish the backs were a little larger. ,true,0,Alta Ennen,6a5148c624460e00a92e348c,US,1,false,Thank you for your continued support. It's wonderful to know you've been happy with every purchase. We also appreciate your suggestion about larger earring backs and will keep it in mind.
www.thepearlsource.com,id:6a50e3f3392a7f525c8060eb,native_id,6a50e3f3392a7f525c8060eb,5,2026-07-10T14:22:11.000Z,2026-07-10T00:00:00.000Z,Easy to order and swift delivery 👍…,Easy to order and swift delivery 👍 beautiful product and value for money 👏,true,0,Leslee Durn,671616d74bc993e4e15aa4dc,GB,5,false,"Thank you for your kind feedback. We're delighted to hear you enjoyed an easy ordering experience, fast delivery, and beautiful quality. Thank you for choosing The Pearl Source."
www.thepearlsource.com,id:6a4f5e646e019eea1968178e,native_id,6a4f5e646e019eea1968178e,5,2026-07-09T10:40:04.000Z,2026-06-24T00:00:00.000Z,I loved the quality of my pearls and…,I loved the quality of my pearls and the great customer service. ,true,0,Teri Roth,6a4f5e6224460e35052b55ea,TW,1,false,It's wonderful to know you were pleased with both the quality of your pearls and the customer service. Thank you for taking the time to leave a review.
www.thepearlsource.com,id:6a4f25ebd713fa93c2e4c902,native_id,6a4f25ebd713fa93c2e4c902,1,2026-07-09T06:39:07.000Z,2026-06-20T00:00:00.000Z,Pearls broke first time putting them…,"Pearls broke first time putting them on.  And to top it all off, I had to pay for the return shipping and insurance at $140 plus.  Not a great experience so far.  Still waiting for our refund.",true,0,Richard MULHALL,6935acea31cbb94df0619f03,CA,2,false,
www.thepearlsource.com,id:6a4eba3b102f3b768fe1f52b,native_id,6a4eba3b102f3b768fe1f52b,5,2026-07-08T22:59:39.000Z,2026-07-08T00:00:00.000Z,Quick delivery with tracking…,Quick delivery with tracking communication the entire time,true,0,Pleased in Dallas,6a4eba3a24460e76172aca7b,US,1,false,Thank you for your feedback. We're pleased to hear your order arrived quickly and that the tracking updates kept you informed throughout the delivery process. We appreciate you choosing The Pearl Source.
www.thepearlsource.com,id:6a4e63f83200616a08ea7a2f,native_id,6a4e63f83200616a08ea7a2f,5,2026-07-08T16:51:36.000Z,2026-06-24T00:00:00.000Z,Great service,Great service. Good value.,true,0,Sally Ward,6a4e63f7000ce34015a389f2,US,1,false,We appreciate your feedback. It's great to know you were happy with both our service and the value of your purchase. Thank you for your support.
www.thepearlsource.com,id:6a4da0286711ef032f53cbc2,native_id,6a4da0286711ef032f53cbc2,1,2026-07-08T02:56:08.000Z,2026-07-05T00:00:00.000Z,Package never received,"Package never received, even if Fed Ex said it is been delivered. Package left outside door, no attempt to call to collect.
Package disappeared ",true,0,Marco Buono,6a4da0270a188f78199e6130,GB,1,false,We're very sorry to hear your package wasn't received despite the delivery notification. We understand your frustration and are looking into this immediately. Please return our call so we can complete our lost package protocol and proceed with the next steps for you. Our number is 1-866-877-3275.
www.thepearlsource.com,id:6a4d5456b056072e44a780f0,native_id,6a4d5456b056072e44a780f0,5,2026-07-07T21:32:38.000Z,2026-06-17T00:00:00.000Z,Beautiful bracelet and sizing to match…,Beautiful bracelet and sizing to match a ring I already had was easy. ,true,0,Virginia,66e1f8ddb64adbc3446ae793,US,2,false,Thank you for taking the time to share your feedback. It's wonderful to hear you found the bracelet beautiful and that finding the right size to match your ring was easy. We truly appreciate your support.
www.thepearlsource.com,id:6a4d44218be4f5495f0e3f7d,native_id,6a4d44218be4f5495f0e3f7d,3,2026-07-07T20:23:29.000Z,2026-06-29T00:00:00.000Z,I received my pearl necklace,"I received my pearl necklace, but it is the wrong size. I ordered the 17 inch length. I received the 16 inch length instead. Also it has been three days since I sent you my first message. 
Please respond ",true,0,LaDean Johns-Johnson,688d73c004313e730d420e4d,US,2,false,"We're truly sorry to hear your necklace arrived in the wrong length and that you weren't able to get the assistance you needed. We understand how disappointing that must have been. If this issue has not yet been resolved, please contact us at help@thepearlsource.com with your order number so we can look into it and assist you. Thank you for bringing this to our attention."
www.thepearlsource.com,id:6a4d43a5a8f0a42bfe4e233e,native_id,6a4d43a5a8f0a42bfe4e233e,5,2026-07-07T20:21:25.000Z,2026-06-29T00:00:00.000Z,Great beautiful bracelet,Great beautiful bracelet.  Was a 70th birthday gift and she loved it. Outstanding quality,true,0,David Sabo,687afbae285b6c0cff86aa3c,US,2,false,Thank you for taking the time to share your feedback. It's wonderful to hear the bracelet was loved as a 70th birthday gift and that you were pleased with its outstanding quality. Thank you for choosing The Pearl Source.
www.thepearlsource.com,id:6a4bda99fd820b26a3359e0d,native_id,6a4bda99fd820b26a3359e0d,5,2026-07-06T18:40:57.000Z,2026-07-05T00:00:00.000Z,Easy to transact and the earrings are…,Easy to transact and the earrings are beautiful!,true,0,KKS,6a4bda99000ce32587a02eca,US,1,false,Thank you for your feedback. We're glad you had an easy shopping experience and love your earrings. We appreciate your support.
www.thepearlsource.com,id:6a4bab83c1738330b3b12618,native_id,6a4bab83c1738330b3b12618,5,2026-07-06T15:20:03.000Z,2026-06-24T00:00:00.000Z,Great customer service,"Great customer service. Fast shipping and fast processing of product returns.
I shop with confidence!",true,0,Nadia Cruz,6a4bab800a188f36619b9d9e,US,1,false,"Knowing you shop with confidence means so much to us. Thank you for recognizing our customer service, fast shipping, and return process. We truly appreciate your trust."
www.thepearlsource.com,id:6a4ba21b56069229f50253cc,native_id,6a4ba21b56069229f50253cc,5,2026-07-06T14:39:55.000Z,2026-06-27T00:00:00.000Z,This is the second purchase I've made,"This is the second purchase I've made.  The first was a traditional pearl necklace for my daughter's 18th birthday,. They were lovely.  This year is my 60th, so I thought I  would treat myself to a traditional bracelet and traditional choker. I was not disappointed.  The color, luster, and service...*chef's kiss*",true,0,customer,60be3c27932032001b75834d,US,5,false,Thank you for your kind words. Knowing you've returned to The Pearl Source for another meaningful purchase means so much to us. We truly appreciate your continued trust.
www.thepearlsource.com,id:6a4975e77631d6677f4e87c6,native_id,6a4975e77631d6677f4e87c6,5,2026-07-04T23:06:48.000Z,2026-07-04T00:00:00.000Z,Arrived fast & highest quality,"Arrived so fast, was shocked. Very impressed. Quality exceptional and boxed beautifully. ",true,0,Sam Jones,6a4975e69371bf6f3572b9eb,GB,1,false,Thank you for your review. We're so pleased your order arrived so quickly and that the quality and presentation left such a positive impression. Thank you for choosing The Pearl Source.
